URI	ITEM	TRANSLIT	SEARCH	TRANSLATION	CLASSIFIERS	COMMENT
ii1276	mayyāfāriḳīn	mayyāfāriḳīn	mayyafarikin	NaN	TOP	no comment
ii218817	nahr markiya	nahr markiya	nahr markiya	NaN	TOP	no comment
ii2296	abyssinians	abyssinians	abyssinians	NaN	ETN,GRP,TOP	no comment
ii238	armenia	armenia	armenia	NaN	TOP	no comment
ii1875	ibn al-hayt̲h̲am	ibn al-hayt̲h̲am	ibn al-haytham	NaN	PER	no comment
ii2073	as̲h̲ʿarism	as̲h̲ʿarism	asharism	NaN	GRP,REL	no comment
ii1903	ʿad̲j̲āʾib	ʿad̲j̲āʾib	ajaib	NaN	TRM	no comment
ii25	ḳāḍī	ḳāḍī	kadi	NaN	TRM	no comment
ii1653	özbegs	özbegs	ozbegs	NaN	GRP	no comment
ii3696	al-walīd ii	al-walīd ii	al-walid ii	NaN	PER	no comment
ii6005	zubayrids	zubayrids	zubayrids	NaN	DYN,GRP	no comment
ii318	al-yaʿḳūbī	al-yaʿḳūbī	al-yakubi	NaN	PER	no comment
ii16454	lower euphrates	lower euphrates	lower euphrates	NaN	TOP	no comment
ii1815	albany	albany	albany	NaN	TOP	no comment
ii746	munich	munich	munich	NaN	TOP	no comment
ii966	georgians	georgians	georgians	NaN	GRP	no comment
ii1356	s̲h̲ahāda	s̲h̲ahāda	shahada	NaN	TRM	no comment
ii113785	abū naṣr al-farīg̲h̲ūnī	abū naṣr al-farīg̲h̲ūnī	abu nasr al-farighuni	NaN	PER	no comment
ii6002	al-fihrist	al-fihrist	al-fihrist	NaN	BOK,TRM	no comment
ii1980	al-yamāma	al-yamāma	al-yamama	NaN	TOP	no comment
ii97	ʿabbāsids	ʿabbāsids	abbasids	NaN	DYN,GRP	no comment
ii955	d̲j̲inn	d̲j̲inn	jinn	NaN	TRM	no comment
ii2303	saʿd b. abī waḳḳāṣ	saʿd b. abī waḳḳāṣ	sad b. abi wakkas	NaN	PER	no comment
ii1431	c.e. bosworth	c.e. bosworth	c.e. bosworth	NaN	PER	no comment
ii1348	sofia	sofia	sofia	NaN	TOP	no comment
ii421	al-iṣṭak̲h̲rī	al-iṣṭak̲h̲rī	al-istakhri	NaN	PER	no comment
ii1655	rubāʿī	rubāʿī	rubai	NaN	TRM	no comment
ii2011	mas̲h̲riḳ	mas̲h̲riḳ	mashrik	NaN	TRM	no comment
ii18	ḥadīt̲h̲	ḥadīt̲h̲	hadith	NaN	TRM	no comment
ii2540	maḥmūd al-kās̲h̲g̲h̲arī	maḥmūd al-kās̲h̲g̲h̲arī	mahmud al-kashghari	NaN	PER	no comment
ii6003	ḥilyat al-awliyāʾ	ḥilyat al-awliyāʾ	hilyat al-awliya	NaN	BOK	no comment
ii1225	al-nuwayrī	al-nuwayrī	al-nuwayri	NaN	PER	no comment
ii1227	al-samʿānī	al-samʿānī	al-samani	NaN	PER	no comment
ii1477	ʿiḳd	ʿiḳd	ikd	NaN	TRM	no comment
ii1012	al-tirmid̲h̲ī	al-tirmid̲h̲ī	al-tirmidhi	NaN	PER	no comment
ii1293	yaʿḳūbī	yaʿḳūbī	yakubi	NaN	PER	no comment
ii728	ḥamāt	ḥamāt	hamat	NaN	TOP	no comment
ii45377	nahr al-muʿallā	nahr al-muʿallā	nahr al-mualla	NaN	TOP	no comment
ii155	ifrīḳiya	ifrīḳiya	ifrikiya	NaN	TOP	no comment
ii1377	suez	suez	suez	NaN	TOP	no comment
ii34789	naḍīr	naḍīr	nadir	NaN	TRM	no comment
ii20	amīr	amīr	amir	NaN	TRM	no comment
ii3595	hud̲h̲ayl	hud̲h̲ayl	hudhayl	NaN	NAM	no comment
ii3412	aḥmad yasawī	aḥmad yasawī	ahmad yasawi	NaN	PER	no comment
ii407	orient	orient	orient	NaN	CUL,TOP	no comment
ii861	marāg̲h̲a	marāg̲h̲a	maragha	NaN	TOP	no comment
ii218800	nahr sindarūd	nahr sindarūd	nahr sindarud	NaN	TOP	no comment
ii524	saladin	saladin	saladin	NaN	PER	no comment
ii723	ibn tag̲h̲rībirdī	ibn tag̲h̲rībirdī	ibn taghribirdi	NaN	PER	no comment
ii165	sāsānid	sāsānid	sasanid	NaN	DYN,GRP	no comment
ii193	tripoli	tripoli	tripoli	NaN	TOP	no comment
ii3879	ḵh̲āns	ḵh̲āns	khans	NaN	TRM	no comment
ii103	fārs	fārs	fars	NaN	TOP	no comment
ii5997	al-ʿabbās b. al-aḥnaf	al-ʿabbās b. al-aḥnaf	al-abbas b. al-ahnaf	NaN	PER	no comment
ii1482	byzantine empire	byzantine empire	byzantine empire	NaN	GRP	no comment
ii1165	damietta	damietta	damietta	NaN	TOP	no comment
ii218840	nahr d-r-wa	nahr d-r-wa	nahr d-r-wa	NaN	TOP	no comment
ii4188	roman empire	roman empire	roman empire	NaN	GRP,POL	no comment
ii544	fusṭāṭ	fusṭāṭ	fustat	NaN	TOP	no comment
ii4409	g̲h̲ūṭa	g̲h̲ūṭa	ghuta	NaN	TOP	no comment
ii6517	turkmenistan	turkmenistan	turkmenistan	NaN	TOP	no comment
ii1957	diyār muḍar	diyār muḍar	diyar mudar	NaN	TOP	no comment
ii218768	nahr ṣarāt	nahr ṣarāt	nahr sarat	NaN	TOP	no comment
ii1061	bāyezīd i	bāyezīd i	bayezid i	NaN	PER	no comment
ii525	maḥmūd ii	maḥmūd ii	mahmud ii	NaN	PER	no comment
ii488	sūra	sūra	sura	NaN	REL,TRM	no comment
ii9322	k. al-anwāʾ	k. al-anwāʾ	k. al-anwa	NaN	BOK	no comment
ii1637	ḳuṭb al-dīn	ḳuṭb al-dīn	kutb al-din	NaN	NAM	no comment
ii9454	banū ḳurayẓa	banū ḳurayẓa	banu kurayza	NaN	GRP,TRB	no comment
ii1591	amsterdam	amsterdam	amsterdam	NaN	TOP	no comment
ii455	ʿabd al-ʿazīz	ʿabd al-ʿazīz	abd al-aziz	NaN	NAM	no comment
ii637	ḥammām	ḥammām	hammam	NaN	TRM	no comment
ii521	gīlān	gīlān	gilan	NaN	TOP	no comment
ii1057	ḳaḍā	ḳaḍā	kada	NaN	TRM	no comment
ii3821	abū mik̲h̲naf	abū mik̲h̲naf	abu mikhnaf	NaN	PER	no comment
ii456	k̲h̲iṭaṭ	k̲h̲iṭaṭ	khitat	NaN	BOK,TRM	no comment
ii218891	nahr abū ʿalī	nahr abū ʿalī	nahr abu ali	NaN	TOP	no comment
ii1764	al-sak̲h̲āwī	al-sak̲h̲āwī	al-sakhawi	NaN	PER	no comment
ii669	saʿīd	saʿīd	said	NaN	NAM	no comment
ii3603	al-ag̲h̲ānī	al-ag̲h̲ānī	al-aghani	NaN	BOK,TRM	no comment
ii1727	al-madāʾin	al-madāʾin	al-madain	NaN	TOP	no comment
ii1561	ʿulemāʾ	ʿulemāʾ	ulema	NaN	TRM	no comment
ii218796	nahr sūrā al-aʿlā	nahr sūrā al-aʿlā	nahr sura al-ala	NaN	TOP	no comment
ii860	al-ʿumarī	al-ʿumarī	al-umari	NaN	PER	no comment
ii6011	ʿabd al-salām hārūn	ʿabd al-salām hārūn	abd al-salam harun	NaN	PER	no comment
ii1295	maḳām	maḳām	makam	NaN	TRM	no comment
ii3421	malāmatiyya	malāmatiyya	malamatiyya	NaN	GRP,REL	no comment
ii73230	nahr kūt̲h̲ā	nahr kūt̲h̲ā	nahr kutha	NaN	TOP	no comment
ii914	muslim india	muslim india	muslim india	NaN	TOP	no comment
ii1508	īlk̲h̲āns	īlk̲h̲āns	ilkhans	NaN	DYN,GRP	no comment
ii3443	muḥammad ʿalī s̲h̲āh	muḥammad ʿalī s̲h̲āh	muhammad ali shah	NaN	PER	no comment
ii2316	ʿimād al-dīn	ʿimād al-dīn	imad al-din	NaN	NAM,PER	no comment
ii4187	yūsuf b. tās̲h̲ufīn	yūsuf b. tās̲h̲ufīn	yusuf b. tashufin	NaN	PER	no comment
ii3702	ḳudāma b. d̲j̲aʿfar	ḳudāma b. d̲j̲aʿfar	kudama b. jafar	NaN	PER	no comment
ii1222	k̲h̲ānate	k̲h̲ānate	khanate	NaN	TRM	no comment
ii915	abu ’l-ḥasan	abu ’l-ḥasan	abu l-hasan	NaN	PER	no comment
ii949	ʿalī pas̲h̲a	ʿalī pas̲h̲a	ali pasha	NaN	PER	no comment
ii218878	nahr al-līṭānī	nahr al-līṭānī	nahr al-litani	NaN	TOP	no comment
ii4076	ibn al-zayyāt	ibn al-zayyāt	ibn al-zayyat	NaN	NAM,PER	no comment
ii1902	sūdān	sūdān	sudan	NaN	TOP	no comment
ii1943	turba	turba	turba	NaN	TRM	no comment
ii934	soviet union	soviet union	soviet union	NaN	TOP	no comment
ii2008	ḳānūnnāme	ḳānūnnāme	kanunname	NaN	BOK	no comment
ii1470	kalīla wa-dimna	kalīla wa-dimna	kalila wa-dimna	NaN	BOK	no comment
ii4096	manchester	manchester	manchester	NaN	TOP	no comment
ii34642	paşa	paşa	pasa	NaN	TRM	no comment
ii557	murād	murād	murad	NaN	PER	no comment
ii11	damascus	damascus	damascus	NaN	TOP	no comment
ii1990	dāmg̲h̲ān	dāmg̲h̲ān	damghan	NaN	TOP	no comment
ii2211	buwayhids	buwayhids	buwayhids	NaN	DYN,GRP	no comment
ii1714	muʿizz al-dawla	muʿizz al-dawla	muizz al-dawla	NaN	PER	no comment
ii1918	al-ḏj̲urd̲j̲ānī	al-ḏj̲urd̲j̲ānī	al-jurjani	NaN	PER	no comment
ii8555	munāẓarāt	munāẓarāt	munazarat	NaN	TRM	no comment
ii2456	ʿaḳīda	ʿaḳīda	akida	NaN	REL,TRM	no comment
ii3685	westerners	westerners	westerners	NaN	CUL,GRP,TOP	no comment
ii73239	nahr al-sūs	nahr al-sūs	nahr al-sus	NaN	TOP	no comment
ii3426	ḳi̊rg̲h̲i̊z	ḳi̊rg̲h̲i̊z	kirghiz	NaN	ETN,GRP	no comment
ii1181	sunnī islam	sunnī islam	sunni islam	NaN	GRP	no comment
ii14575	karīm ḵh̲ān	karīm ḵh̲ān	karim khan	NaN	PER	no comment
ii2550	mawlānā	mawlānā	mawlana	NaN	PER	no comment
ii1908	rīf	rīf	rif	NaN	TRM	no comment
ii965	ik̲h̲wān al-ṣafāʾ	ik̲h̲wān al-ṣafāʾ	ikhwan al-safa	NaN	GRP	no comment
ii365	ras̲h̲īd al-dīn	ras̲h̲īd al-dīn	rashid al-din	NaN	PER	no comment
ii4103	united arab republic	united arab republic	united arab republic	NaN	TOP	no comment
ii218843	nahr bīn	nahr bīn	nahr bin	NaN	TOP	no comment
ii1866	uṣūl al-dīn	uṣūl al-dīn	usul al-din	NaN	TRM	no comment
ii907	amān	amān	aman	NaN	TRM	no comment
ii3478	d̲h̲imma	d̲h̲imma	dhimma	NaN	REL,TRM	no comment
ii179	lebanon	lebanon	lebanon	NaN	TOP	no comment
ii4047	ibn al-ʿamīd	ibn al-ʿamīd	ibn al-amid	NaN	PER	no comment
ii1667	al-ḳādir	al-ḳādir	al-kadir	NaN	NAM,PER	no comment
ii791	ʿabd al-ḥamīd	ʿabd al-ḥamīd	abd al-hamid	NaN	NAM,PER	no comment
ii1503	al-muwaffaḳ	al-muwaffaḳ	al-muwaffak	NaN	NAM,PER	no comment
ii1096	alp arslan	alp arslan	alp arslan	NaN	PER	no comment
ii1882	al-muktafī	al-muktafī	al-muktafi	NaN	PER	no comment
ii8396	kitāba	kitāba	kitaba	NaN	TRM	no comment
ii804	muslim west	muslim west	muslim west	NaN	TOP	no comment
ii1275	sarajevo	sarajevo	sarajevo	NaN	TOP	no comment
ii83	central asia	central asia	central asia	NaN	TOP	no comment
ii306	moscow	moscow	moscow	NaN	TOP	no comment
ii2272	ḥilla	ḥilla	hilla	NaN	TOP	no comment
ii798	caspian sea	caspian sea	caspian sea	NaN	TOP	no comment
ii17631	nahr al-malik	nahr al-malik	nahr al-malik	NaN	TOP	no comment
ii1324	as̲h̲rāf	as̲h̲rāf	ashraf	NaN	TRM	no comment
ii4300	north america	north america	north america	NaN	TOP	no comment
ii510	ṣaḥīḥ	ṣaḥīḥ	sahih	NaN	REL,TRM	no comment
ii2232	ʿibādāt	ʿibādāt	ibadat	NaN	REL,TRM	no comment
ii218780	nahr ḏj̲ard̲j̲āriyva	nahr ḏj̲ard̲j̲āriyva	nahr jarjariyva	NaN	TOP	no comment
ii1628	milan	milan	milan	NaN	TOP	no comment
ii8597	būyid ʿaḍud al-dawla	būyid ʿaḍud al-dawla	buyid adud al-dawla	NaN	PER	no comment
ii899	falāsifa	falāsifa	falasifa	NaN	GRP	no comment
ii620	islām	islām	islam	NaN	TRM	no comment
ii3676	indonesians	indonesians	indonesians	NaN	ETN,GRP,TOP	no comment
ii4268	hid̲j̲rī	hid̲j̲rī	hijri	NaN	TRM	no comment
ii178	kirmān	kirmān	kirman	NaN	TOP	no comment
ii4363	mas̲h̲āyik̲h̲	mas̲h̲āyik̲h̲	mashayikh	NaN	TRM	no comment
ii459	al-ḥākim	al-ḥākim	al-hakim	NaN	NAM,PER	no comment
ii1807	amīr k̲h̲usraw	amīr k̲h̲usraw	amir khusraw	NaN	PER	no comment
ii1892	dār	dār	dar	NaN	TRM	no comment
ii1563	aḥmad b. ṭūlūn	aḥmad b. ṭūlūn	ahmad b. tulun	NaN	PER	no comment
ii2183	ḳānūn-nāme	ḳānūn-nāme	kanun-name	NaN	BOK	no comment
ii373	muḳaddima	muḳaddima	mukaddima	NaN	BOK,TRM	no comment
ii239	red sea	red sea	red sea	NaN	TOP	no comment
ii1763	d̲j̲aʿfar al-ṣādiḳ	d̲j̲aʿfar al-ṣādiḳ	jafar al-sadik	NaN	PER	no comment
ii508	lucknow	lucknow	lucknow	NaN	TOP	no comment
ii14623	banū munḳid̲h̲	banū munḳid̲h̲	banu munkidh	NaN	GRP,TRB	no comment
ii1113	g̲h̲āzī	g̲h̲āzī	ghazi	NaN	MIL,REL,TRM	no comment
ii976	murīd	murīd	murid	NaN	TRM	no comment
ii233	sulaymān	sulaymān	sulayman	NaN	NAM	no comment
ii194	sunna	sunna	sunna	NaN	REL,TRM	no comment
ii5134	al-zubayr b. al-ʿawwām	al-zubayr b. al-ʿawwām	al-zubayr b. al-awwam	NaN	PER	no comment
ii2288	adrianople	adrianople	adrianople	NaN	TOP	no comment
ii1426	ḥunayn b. isḥāḳ	ḥunayn b. isḥāḳ	hunayn b. ishak	NaN	PER	no comment
ii869	al-ṭāʾif	al-ṭāʾif	al-taif	NaN	TOP	no comment
ii3597	abū manṣūr	abū manṣūr	abu mansur	NaN	NAM,PER	no comment
ii1104	aydi̊n	aydi̊n	aydin	NaN	TOP	no comment
ii3915	d̲j̲ūzd̲j̲ānī	d̲j̲ūzd̲j̲ānī	juzjani	NaN	PER	no comment
ii23	beirut	beirut	beirut	NaN	TOP	no comment
ii733	d̲j̲āmiʿ	d̲j̲āmiʿ	jami	NaN	TRM	no comment
ii218771	nahr ḳubāḳib	nahr ḳubāḳib	nahr kubakib	NaN	TOP	no comment
ii1350	liwāʾ	liwāʾ	liwa	NaN	TRM	no comment
ii3834	isḥāḳ al-mawṣilī	isḥāḳ al-mawṣilī	ishak al-mawsili	NaN	PER	no comment
ii422	adam	adam	adam	NaN	NAM,PER	no comment
ii31187	british balūčistān	british balūčistān	british balucistan	NaN	TOP	no comment
ii3609	ibn ʿumar	ibn ʿumar	ibn umar	NaN	PER	no comment
ii218766	nahr ṭābiḳ	nahr ṭābiḳ	nahr tabik	NaN	TOP	no comment
ii218858	nahr al-ʿawd̲j̲āʾ	nahr al-ʿawd̲j̲āʾ	nahr al-awja	NaN	TOP	no comment
ii237	imāms	imāms	imams	NaN	REL,TRM	no comment
ii1173	anadolu	anadolu	anadolu	NaN	TOP	no comment
ii218820	nahr k̲h̲āṣṣ	nahr k̲h̲āṣṣ	nahr khass	NaN	TOP	no comment
ii3467	sulṭān ḥusayn	sulṭān ḥusayn	sultan husayn	NaN	PER	no comment
ii14616	meḥmed čelebi	meḥmed čelebi	mehmed celebi	NaN	PER	no comment
ii1408	mat̲h̲nawīs	mat̲h̲nawīs	mathnawis	NaN	TRM	no comment
ii1345	fīrūz s̲h̲āh	fīrūz s̲h̲āh	firuz shah	NaN	PER	no comment
ii1612	ʿus̲h̲r	ʿus̲h̲r	ushr	NaN	TRM	no comment
ii5151	abu ’l-faḍl bayhaḳī	abu ’l-faḍl bayhaḳī	abu l-fadl bayhaki	NaN	PER	no comment
ii805	ḳays	ḳays	kays	NaN	GRP	no comment
ii587	dīnār	dīnār	dinar	NaN	TRM	no comment
ii218823	nahr is̲h̲bīliyā	nahr is̲h̲bīliyā	nahr ishbiliya	NaN	TOP	no comment
ii1000	naʿīmā	naʿīmā	naima	NaN	TRM	no comment
ii2222	bākū	bākū	baku	NaN	TOP	no comment
ii13939	ḥamīd al-dīn al-kirmānī	ḥamīd al-dīn al-kirmānī	hamid al-din al-kirmani	NaN	PER	no comment
ii780	tad̲h̲kira	tad̲h̲kira	tadhkira	NaN	TRM	no comment
ii1486	somalia	somalia	somalia	NaN	TOP	no comment
ii617	mosul	mosul	mosul	NaN	TOP	no comment
ii3551	elburz	elburz	elburz	NaN	TOP	no comment
ii3934	rifāʿiyya	rifāʿiyya	rifaiyya	NaN	GRP,REL	no comment
ii757	al-walīd	al-walīd	al-walid	NaN	PER	no comment
ii2253	ṭabaḳāt-i nāṣirī	ṭabaḳāt-i nāṣirī	tabakat-i nasiri	NaN	BOK	no comment
ii429	yūsuf	yūsuf	yusuf	NaN	NAM,PER	no comment
ii1474	ḳazwīnī	ḳazwīnī	kazwini	NaN	PER	no comment
ii5147	s̲h̲araf al-dīn yazdī	s̲h̲araf al-dīn yazdī	sharaf al-din yazdi	NaN	PER	no comment
ii401	crimea	crimea	crimea	NaN	TOP	no comment
ii63299	nahr tawrā	nahr tawrā	nahr tawra	NaN	TOP	no comment
ii478	d̲j̲izya	d̲j̲izya	jizya	NaN	ECN,REL,TRM	no comment
ii218751	nahrāwān	nahrāwān	nahrawan	NaN	TOP	no comment
ii491	ʿāʾis̲h̲a	ʿāʾis̲h̲a	aisha	NaN	NAM,PER,REL	no comment
ii13896	lesser armenia	lesser armenia	lesser armenia	NaN	TOP	no comment
ii1554	makrān	makrān	makran	NaN	TOP	no comment
ii1633	niẓām	niẓām	nizam	NaN	TRM	no comment
ii34704	al-ḥayy	al-ḥayy	al-hayy	NaN	TRM	no comment
ii113740	abū ṭālib iṣfahānī	abū ṭālib iṣfahānī	abu talib isfahani	NaN	PER	no comment
ii73243	nahr abi	nahr abi	nahr abi	NaN	TOP	no comment
ii3846	ḳutayba	ḳutayba	kutayba	NaN	NAM	no comment
ii218868	nahr al-saḳlāwiyya	nahr al-saḳlāwiyya	nahr al-saklawiyya	NaN	TOP	no comment
ii2010	sipāhīs	sipāhīs	sipahis	NaN	GRP	no comment
ii485	ḥayawān	ḥayawān	hayawan	NaN	BOK,TRM	no comment
ii308	k̲h̲wārazm	k̲h̲wārazm	khwarazm	NaN	TOP	no comment
ii713	s̲h̲āh ʿabbās	s̲h̲āh ʿabbās	shah abbas	NaN	PER	no comment
ii2363	muʿd̲j̲am al-buldān	muʿd̲j̲am al-buldān	mujam al-buldan	NaN	BOK	no comment
ii1208	athens	athens	athens	NaN	TOP	no comment
ii545	ibn al-kalbī	ibn al-kalbī	ibn al-kalbi	NaN	PER	no comment
ii4502	ibn saʿīd al-mag̲h̲ribī	ibn saʿīd al-mag̲h̲ribī	ibn said al-maghribi	NaN	PER	no comment
ii655	oriens	oriens	oriens	NaN	BOK	no comment
ii1683	sinān pas̲h̲a	sinān pas̲h̲a	sinan pasha	NaN	PER	no comment
ii2125	philadelphia	philadelphia	philadelphia	NaN	TOP	no comment
ii1798	al-saffāḥ	al-saffāḥ	al-saffah	NaN	PER	no comment
ii2053	ḥanbalism	ḥanbalism	hanbalism	NaN	GRP,REL	no comment
ii1258	k̲h̲āṣṣ	k̲h̲āṣṣ	khass	NaN	TRM	no comment
ii1938	mud̲j̲tahids	mud̲j̲tahids	mujtahids	NaN	TRM	no comment
